"SetSpec","LocalID"
"ycba:ps","223"
"ycba:ps","224"
"ycba:ps","225"
"ycba:ps","226"
"ycba:ps","227"
"ycba:ps","228"
"ycba:ps","229"
"ycba:ps","230"
"ycba:ps","231"
"ycba:ps","232"
"ycba:ps","233"
"ycba:ps","234"
"ycba:ps","235"
"ycba:ps","236"
"ycba:ps","237"
"ycba:ps","238"
"ycba:ps","239"
"ycba:ps","240"
"ycba:ps","241"
"ycba:ps","242"
"ycba:ps","243"
"ycba:ps","244"
"ycba:ps","245"
"ycba:ps","246"
"ycba:ps","247"
"ycba:ps","248"
"ycba:ps","249"
"ycba:ps","250"
"ycba:ps","251"
"ycba:ps","252"
"ycba:ps","253"
"ycba:ps","254"
"ycba:ps","255"
"ycba:ps","256"
"ycba:ps","257"
"ycba:ps","258"
"ycba:ps","259"
"ycba:ps","260"
"ycba:ps","261"
"ycba:ps","262"
"ycba:ps","263"
"ycba:ps","264"
"ycba:ps","265"
"ycba:ps","266"
"ycba:ps","267"
"ycba:ps","268"
"ycba:ps","271"
"ycba:ps","272"
"ycba:ps","273"
"ycba:ps","274"
"ycba:ps","275"
"ycba:ps","276"
"ycba:ps","277"
"ycba:ps","278"
"ycba:ps","279"
"ycba:ps","280"
"ycba:ps","281"
"ycba:ps","282"
"ycba:ps","283"
"ycba:ps","284"
"ycba:ps","285"
"ycba:ps","286"
"ycba:ps","287"
"ycba:ps","288"
"ycba:ps","289"
"ycba:ps","290"
"ycba:ps","291"
"ycba:ps","292"
"ycba:ps","293"
"ycba:ps","294"
"ycba:ps","295"
"ycba:ps","296"
"ycba:ps","297"
"ycba:ps","298"
"ycba:ps","299"
"ycba:ps","300"
"ycba:ps","301"
"ycba:ps","302"
"ycba:ps","303"
"ycba:ps","304"
"ycba:ps","305"
"ycba:ps","306"
"ycba:ps","307"
"ycba:ps","308"
"ycba:ps","309"
"ycba:ps","310"
"ycba:ps","311"
"ycba:ps","312"
"ycba:ps","313"
"ycba:ps","314"
"ycba:ps","315"
"ycba:ps","316"
"ycba:ps","317"
"ycba:ps","318"
"ycba:ps","319"
"ycba:ps","320"
"ycba:ps","321"
"ycba:ps","322"
"ycba:ps","323"
"ycba:ps","324"
"ycba:ps","325"
"ycba:ps","326"
"ycba:ps","327"
"ycba:ps","328"
"ycba:ps","329"
"ycba:ps","330"
"ycba:ps","331"
"ycba:ps","332"
"ycba:ps","333"
"ycba:ps","334"
"ycba:ps","335"
"ycba:ps","336"
"ycba:ps","337"
"ycba:ps","338"
"ycba:ps","339"
"ycba:ps","340"
"ycba:ps","341"
"ycba:ps","342"
"ycba:ps","343"
"ycba:ps","344"
"ycba:ps","345"
"ycba:ps","346"
"ycba:ps","347"
"ycba:ps","348"
"ycba:ps","349"
"ycba:ps","350"
"ycba:ps","351"
"ycba:ps","352"
"ycba:ps","353"
"ycba:ps","354"
"ycba:ps","355"
"ycba:ps","356"
"ycba:ps","357"
"ycba:ps","358"
"ycba:ps","359"
"ycba:ps","360"
"ycba:ps","361"
"ycba:ps","362"
"ycba:ps","363"
"ycba:ps","364"
"ycba:ps","365"
"ycba:ps","366"
"ycba:ps","367"
"ycba:ps","368"
"ycba:ps","369"
"ycba:ps","370"
"ycba:ps","371"
"ycba:ps","372"
"ycba:ps","373"
"ycba:ps","374"
"ycba:ps","375"
"ycba:ps","376"
"ycba:ps","377"
"ycba:ps","378"
"ycba:ps","379"
"ycba:ps","380"
"ycba:ps","381"
"ycba:ps","382"
"ycba:ps","383"
"ycba:ps","384"
"ycba:ps","385"
"ycba:ps","386"
"ycba:ps","387"
"ycba:ps","388"
"ycba:ps","389"
"ycba:ps","390"
"ycba:ps","391"
"ycba:ps","392"
"ycba:ps","393"
"ycba:ps","394"
"ycba:ps","395"
"ycba:ps","396"
"ycba:ps","399"
"ycba:ps","400"
"ycba:ps","401"
"ycba:ps","402"
"ycba:ps","403"
"ycba:ps","404"
"ycba:ps","405"
"ycba:ps","406"
"ycba:ps","407"
"ycba:ps","408"
"ycba:ps","409"
"ycba:ps","410"
"ycba:ps","411"
"ycba:ps","412"
"ycba:ps","413"
"ycba:ps","414"
"ycba:ps","415"
"ycba:ps","416"
"ycba:ps","417"
"ycba:ps","418"
"ycba:ps","420"
"ycba:ps","421"
"ycba:ps","422"
"ycba:ps","423"
"ycba:ps","425"
"ycba:ps","426"
"ycba:ps","427"
"ycba:ps","428"
"ycba:ps","429"
"ycba:ps","430"
"ycba:ps","431"
"ycba:ps","432"
"ycba:ps","433"
"ycba:ps","436"
"ycba:ps","437"
"ycba:ps","438"
"ycba:ps","439"
"ycba:ps","442"
"ycba:ps","443"
"ycba:ps","444"
"ycba:ps","445"
"ycba:ps","446"
"ycba:ps","447"
"ycba:ps","448"
"ycba:ps","449"
"ycba:ps","450"
"ycba:ps","451"
"ycba:ps","452"
"ycba:ps","453"
"ycba:ps","454"
"ycba:ps","455"
"ycba:ps","456"
"ycba:ps","457"
"ycba:ps","458"
"ycba:ps","459"
"ycba:ps","460"
"ycba:ps","461"
"ycba:ps","462"
"ycba:ps","463"
"ycba:ps","464"
"ycba:ps","465"
"ycba:ps","466"
"ycba:ps","467"
"ycba:ps","468"
"ycba:ps","469"
"ycba:ps","470"
"ycba:ps","471"
"ycba:ps","472"
"ycba:ps","473"
"ycba:ps","474"
"ycba:ps","475"
"ycba:ps","476"
"ycba:ps","477"
"ycba:ps","478"
"ycba:ps","479"
"ycba:ps","480"
"ycba:ps","481"
"ycba:ps","482"
"ycba:ps","484"
"ycba:ps","485"
"ycba:ps","486"
"ycba:ps","487"
"ycba:ps","488"
"ycba:ps","489"
"ycba:ps","490"
"ycba:ps","491"
"ycba:ps","492"
"ycba:ps","493"
"ycba:ps","494"
"ycba:ps","495"
"ycba:ps","496"
"ycba:ps","497"
"ycba:ps","498"
"ycba:ps","499"
"ycba:ps","500"
"ycba:ps","501"
"ycba:ps","502"
"ycba:ps","503"
"ycba:ps","504"
"ycba:ps","505"
"ycba:ps","506"
"ycba:ps","507"
"ycba:ps","508"
"ycba:ps","509"
"ycba:ps","510"
"ycba:ps","511"
"ycba:ps","512"
"ycba:ps","513"
"ycba:ps","514"
"ycba:ps","515"
"ycba:ps","516"
"ycba:ps","517"
"ycba:ps","518"
"ycba:ps","519"
"ycba:ps","520"
"ycba:ps","521"
"ycba:ps","522"
"ycba:ps","523"
"ycba:ps","524"
"ycba:ps","525"
"ycba:ps","526"
"ycba:ps","527"
"ycba:ps","528"
"ycba:ps","529"
"ycba:ps","530"
"ycba:ps","531"
"ycba:ps","532"
"ycba:ps","533"
"ycba:ps","534"
"ycba:ps","535"
"ycba:ps","536"
"ycba:ps","537"
"ycba:ps","538"
"ycba:ps","539"
"ycba:ps","540"
"ycba:ps","541"
"ycba:ps","542"
"ycba:ps","543"
"ycba:ps","544"
"ycba:ps","545"
"ycba:ps","546"
"ycba:ps","547"
"ycba:ps","548"
"ycba:ps","549"
"ycba:ps","550"
"ycba:ps","551"
"ycba:ps","552"
"ycba:ps","553"
"ycba:ps","554"
"ycba:ps","555"
"ycba:ps","556"
"ycba:ps","557"
"ycba:ps","558"
"ycba:ps","559"
"ycba:ps","560"
"ycba:ps","561"
"ycba:ps","562"
"ycba:ps","563"
"ycba:ps","564"
"ycba:ps","565"
"ycba:ps","566"
"ycba:ps","567"
"ycba:ps","568"
"ycba:ps","569"
"ycba:ps","570"
"ycba:ps","571"
"ycba:ps","572"
"ycba:ps","573"
"ycba:ps","574"
"ycba:ps","575"
"ycba:ps","576"
"ycba:ps","577"
"ycba:ps","578"
"ycba:ps","579"
"ycba:ps","580"
"ycba:ps","581"
"ycba:ps","582"
"ycba:ps","583"
"ycba:ps","584"
"ycba:ps","585"
"ycba:ps","586"
"ycba:ps","587"
"ycba:ps","588"
"ycba:ps","589"
"ycba:ps","590"
"ycba:ps","591"
"ycba:ps","592"
"ycba:ps","593"
"ycba:ps","594"
"ycba:ps","595"
"ycba:ps","596"
"ycba:ps","597"
"ycba:ps","598"
"ycba:ps","599"
"ycba:ps","600"
"ycba:ps","601"
"ycba:ps","602"
"ycba:ps","603"
"ycba:ps","604"
"ycba:ps","605"
"ycba:ps","606"
"ycba:ps","607"
"ycba:ps","608"
"ycba:ps","609"
"ycba:ps","610"
"ycba:ps","611"
"ycba:ps","613"
"ycba:ps","615"
"ycba:ps","616"
"ycba:ps","617"
"ycba:ps","618"
"ycba:ps","619"
"ycba:ps","620"
"ycba:ps","621"
"ycba:ps","622"
"ycba:ps","623"
"ycba:ps","624"
"ycba:ps","625"
"ycba:ps","626"
"ycba:ps","627"
"ycba:ps","628"
"ycba:ps","630"
"ycba:ps","631"
"ycba:ps","632"
"ycba:ps","633"
"ycba:ps","634"
"ycba:ps","635"
"ycba:ps","636"
"ycba:ps","637"
"ycba:ps","638"
"ycba:ps","639"
"ycba:ps","640"
"ycba:ps","641"
"ycba:ps","642"
"ycba:ps","643"
"ycba:ps","644"
"ycba:ps","645"
"ycba:ps","646"
"ycba:ps","647"
"ycba:ps","648"
"ycba:ps","649"
"ycba:ps","650"
"ycba:ps","651"
"ycba:ps","652"
"ycba:ps","653"
"ycba:ps","654"
"ycba:ps","655"
"ycba:ps","656"
"ycba:ps","658"
"ycba:ps","659"
"ycba:ps","660"
"ycba:ps","661"
"ycba:ps","662"
"ycba:ps","663"
"ycba:ps","664"
"ycba:ps","665"
"ycba:ps","666"
"ycba:ps","667"
"ycba:ps","668"
"ycba:ps","669"
"ycba:ps","670"
"ycba:ps","671"
"ycba:ps","672"
"ycba:ps","673"
"ycba:ps","674"
"ycba:ps","675"
"ycba:ps","676"
"ycba:ps","677"
"ycba:ps","678"
"ycba:ps","679"
"ycba:ps","680"
"ycba:ps","681"
"ycba:ps","682"
"ycba:ps","683"
"ycba:ps","684"
"ycba:ps","685"
"ycba:ps","686"
"ycba:ps","687"
"ycba:ps","688"
"ycba:ps","689"
"ycba:ps","690"
"ycba:ps","691"
"ycba:ps","692"
"ycba:ps","693"
"ycba:ps","694"
"ycba:ps","695"
"ycba:ps","696"
"ycba:ps","697"
"ycba:ps","698"
"ycba:ps","699"
"ycba:ps","700"
"ycba:ps","701"
"ycba:ps","702"
"ycba:ps","703"
"ycba:ps","704"
"ycba:ps","705"
"ycba:ps","706"
"ycba:ps","707"
"ycba:ps","708"
"ycba:ps","709"
"ycba:ps","710"
"ycba:ps","711"
"ycba:ps","712"
"ycba:ps","713"
"ycba:ps","714"
"ycba:ps","715"
"ycba:ps","716"
"ycba:ps","717"
"ycba:ps","718"
"ycba:ps","719"
"ycba:ps","720"
"ycba:ps","721"
"ycba:ps","722"
"ycba:ps","723"
"ycba:ps","724"
"ycba:ps","725"
"ycba:ps","726"
"ycba:ps","727"
"ycba:ps","728"
"ycba:ps","729"
"ycba:ps","730"
"ycba:ps","731"
"ycba:ps","732"
"ycba:ps","733"
"ycba:ps","734"
"ycba:ps","735"
"ycba:ps","736"
"ycba:ps","737"
"ycba:ps","738"
"ycba:ps","739"
"ycba:ps","740"
"ycba:ps","741"
"ycba:ps","744"
"ycba:ps","745"
"ycba:ps","746"
"ycba:ps","747"
"ycba:ps","748"
"ycba:ps","749"
"ycba:ps","750"
"ycba:ps","751"
"ycba:ps","752"
"ycba:ps","753"
"ycba:ps","754"
"ycba:ps","755"
"ycba:ps","756"
"ycba:ps","757"
"ycba:ps","758"
"ycba:ps","759"
"ycba:ps","760"
"ycba:ps","761"
"ycba:ps","762"
"ycba:ps","763"
"ycba:ps","764"
"ycba:ps","765"
"ycba:ps","766"
"ycba:ps","767"
"ycba:ps","768"
"ycba:ps","769"
"ycba:ps","770"
"ycba:ps","771"
"ycba:ps","772"
"ycba:ps","773"
"ycba:ps","774"
"ycba:ps","775"
"ycba:ps","776"
"ycba:ps","777"
"ycba:ps","778"
"ycba:ps","779"
"ycba:ps","780"
"ycba:ps","781"
"ycba:ps","782"
"ycba:ps","783"
"ycba:ps","785"
"ycba:ps","786"
"ycba:ps","787"
"ycba:ps","788"
"ycba:ps","789"
"ycba:ps","790"
"ycba:ps","791"
"ycba:ps","792"
"ycba:ps","793"
"ycba:ps","794"
"ycba:ps","795"
"ycba:ps","796"
"ycba:ps","797"
"ycba:ps","798"
"ycba:ps","799"
"ycba:ps","800"
"ycba:ps","801"
"ycba:ps","802"
"ycba:ps","803"
"ycba:ps","804"
"ycba:ps","805"
"ycba:ps","806"
"ycba:ps","807"
"ycba:ps","808"
"ycba:ps","809"
"ycba:ps","810"
"ycba:ps","811"
"ycba:ps","812"
"ycba:ps","813"
"ycba:ps","814"
"ycba:ps","815"
"ycba:ps","816"
"ycba:ps","817"
"ycba:ps","818"
"ycba:ps","820"
"ycba:ps","821"
"ycba:ps","822"
"ycba:ps","823"
"ycba:ps","824"
"ycba:ps","825"
"ycba:ps","826"
"ycba:ps","827"
"ycba:ps","828"
"ycba:ps","829"
"ycba:ps","830"
"ycba:ps","831"
"ycba:ps","832"
"ycba:ps","833"
"ycba:ps","834"
"ycba:ps","835"
"ycba:ps","836"
"ycba:ps","837"
"ycba:ps","838"
"ycba:ps","839"
"ycba:ps","840"
"ycba:ps","841"
"ycba:ps","842"
"ycba:ps","843"
"ycba:ps","844"
"ycba:ps","845"
"ycba:ps","846"
"ycba:ps","847"
"ycba:ps","848"
"ycba:ps","849"
"ycba:ps","850"
"ycba:ps","851"
"ycba:ps","852"
"ycba:ps","853"
"ycba:ps","854"
"ycba:ps","855"
"ycba:ps","856"
"ycba:ps","857"
"ycba:ps","858"
"ycba:ps","859"
"ycba:ps","860"
"ycba:ps","861"
"ycba:ps","862"
"ycba:ps","863"
"ycba:ps","864"
"ycba:ps","865"
"ycba:ps","866"
"ycba:ps","867"
"ycba:ps","868"
"ycba:ps","869"
"ycba:ps","870"
"ycba:ps","871"
"ycba:ps","872"
"ycba:ps","873"
"ycba:ps","874"
"ycba:ps","875"
"ycba:ps","876"
"ycba:ps","877"
"ycba:ps","878"
"ycba:ps","879"
"ycba:ps","880"
"ycba:ps","881"
"ycba:ps","882"
"ycba:ps","883"
"ycba:ps","884"
"ycba:ps","885"
"ycba:ps","886"
"ycba:ps","887"
"ycba:ps","888"
"ycba:ps","889"
"ycba:ps","890"
"ycba:ps","891"
"ycba:ps","892"
"ycba:ps","893"
"ycba:ps","894"
"ycba:ps","895"
"ycba:ps","896"
"ycba:ps","897"
"ycba:ps","898"
"ycba:ps","899"
"ycba:ps","900"
"ycba:ps","901"
"ycba:ps","902"
"ycba:ps","903"
"ycba:ps","904"
"ycba:ps","905"
"ycba:ps","906"
"ycba:ps","907"
"ycba:ps","908"
"ycba:ps","909"
"ycba:ps","910"
"ycba:ps","911"
"ycba:ps","912"
"ycba:ps","913"
"ycba:ps","914"
"ycba:ps","915"
"ycba:ps","916"
"ycba:ps","917"
"ycba:ps","918"
"ycba:ps","919"
"ycba:ps","920"
"ycba:ps","921"
"ycba:ps","922"
"ycba:ps","923"
"ycba:ps","924"
"ycba:ps","925"
"ycba:ps","926"
"ycba:ps","927"
"ycba:ps","928"
"ycba:ps","929"
"ycba:ps","930"
"ycba:ps","931"
"ycba:ps","932"
"ycba:ps","933"
"ycba:ps","934"
"ycba:ps","935"
"ycba:ps","936"
"ycba:ps","937"
"ycba:ps","938"
"ycba:ps","939"
"ycba:ps","940"
"ycba:ps","941"
"ycba:ps","942"
"ycba:ps","943"
"ycba:ps","944"
"ycba:ps","947"
"ycba:ps","948"
"ycba:ps","949"
"ycba:ps","950"
"ycba:ps","951"
"ycba:ps","952"
"ycba:ps","953"
"ycba:ps","954"
"ycba:ps","955"
"ycba:ps","956"
"ycba:ps","957"
"ycba:ps","958"
"ycba:ps","959"
"ycba:ps","960"
"ycba:ps","961"
"ycba:ps","962"
"ycba:ps","963"
"ycba:ps","964"
"ycba:ps","965"
"ycba:ps","966"
"ycba:ps","967"
"ycba:ps","968"
"ycba:ps","969"
"ycba:ps","970"
"ycba:ps","971"
"ycba:ps","972"
"ycba:ps","973"
"ycba:ps","974"
"ycba:ps","975"
"ycba:ps","976"
"ycba:ps","977"
"ycba:ps","978"
"ycba:ps","979"
"ycba:ps","980"
"ycba:ps","981"
"ycba:ps","982"
"ycba:ps","983"
"ycba:ps","984"
"ycba:ps","985"
"ycba:ps","986"
"ycba:ps","987"
"ycba:ps","988"
"ycba:ps","989"
"ycba:ps","990"
"ycba:ps","991"
"ycba:ps","992"
"ycba:ps","993"
"ycba:ps","994"
"ycba:ps","995"
"ycba:ps","996"
"ycba:ps","997"
"ycba:ps","998"
"ycba:ps","999"
"ycba:ps","1000"
"ycba:ps","1001"
"ycba:ps","1002"
"ycba:ps","1003"
"ycba:ps","1004"
"ycba:ps","1005"
"ycba:ps","1006"
"ycba:ps","1007"
"ycba:ps","1008"
"ycba:ps","1009"
"ycba:ps","1010"
"ycba:ps","1011"
"ycba:ps","1012"
"ycba:ps","1013"
"ycba:ps","1014"
"ycba:ps","1015"
"ycba:ps","1016"
"ycba:ps","1017"
"ycba:ps","1018"
"ycba:ps","1019"
"ycba:ps","1020"
"ycba:ps","1021"
"ycba:ps","1024"
"ycba:ps","1025"
"ycba:ps","1026"
"ycba:ps","1027"
"ycba:ps","1028"
"ycba:ps","1029"
"ycba:ps","1030"
"ycba:ps","1031"
"ycba:ps","1032"
"ycba:ps","1033"
"ycba:ps","1034"
"ycba:ps","1035"
"ycba:ps","1036"
"ycba:ps","1037"
"ycba:ps","1038"
"ycba:ps","1039"
"ycba:ps","1040"
"ycba:ps","1041"
"ycba:ps","1042"
"ycba:ps","1043"
"ycba:ps","1044"
"ycba:ps","1045"
"ycba:ps","1046"
"ycba:ps","1047"
"ycba:ps","1048"
"ycba:ps","1049"
"ycba:ps","1050"
"ycba:ps","1051"
"ycba:ps","1052"
"ycba:ps","1053"
"ycba:ps","1054"
"ycba:ps","1055"
"ycba:ps","1056"
"ycba:ps","1057"
"ycba:ps","1058"
"ycba:ps","1059"
"ycba:ps","1060"
"ycba:ps","1061"
"ycba:ps","1062"
"ycba:ps","1063"
"ycba:ps","1064"
"ycba:ps","1065"
"ycba:ps","1067"
"ycba:ps","1068"
"ycba:ps","1069"
"ycba:ps","1070"
"ycba:ps","1071"
"ycba:ps","1072"
"ycba:ps","1073"
"ycba:ps","1074"
"ycba:ps","1075"
"ycba:ps","1076"
"ycba:ps","1077"
"ycba:ps","1078"
"ycba:ps","1079"
"ycba:ps","1080"
"ycba:ps","1081"
"ycba:ps","1082"
"ycba:ps","1083"
"ycba:ps","1084"
"ycba:ps","1085"
"ycba:ps","1086"
"ycba:ps","1087"
"ycba:ps","1088"
"ycba:ps","1089"
"ycba:ps","1090"
"ycba:ps","1091"
"ycba:ps","1092"
"ycba:ps","1093"
"ycba:ps","1094"
"ycba:ps","1095"
"ycba:ps","1096"
"ycba:ps","1097"
"ycba:ps","1098"
"ycba:ps","1099"
"ycba:ps","1100"
"ycba:ps","1101"
"ycba:ps","1102"
"ycba:ps","1103"
"ycba:ps","1104"
"ycba:ps","1105"
"ycba:ps","1106"
"ycba:ps","1107"
"ycba:ps","1108"
"ycba:ps","1109"
"ycba:ps","1110"
"ycba:ps","1111"
"ycba:ps","1112"
"ycba:ps","1113"
"ycba:ps","1114"
"ycba:ps","1115"
"ycba:ps","1116"
"ycba:ps","1117"
"ycba:ps","1118"
"ycba:ps","1119"
"ycba:ps","1120"
"ycba:ps","1121"
"ycba:ps","1122"
"ycba:ps","1123"
"ycba:ps","1124"
"ycba:ps","1125"
"ycba:ps","1126"
"ycba:ps","1127"
"ycba:ps","1128"
"ycba:ps","1129"
"ycba:ps","1130"
"ycba:ps","1131"
"ycba:ps","1132"
"ycba:ps","1133"
"ycba:ps","1134"
"ycba:ps","1135"
"ycba:ps","1136"
"ycba:ps","1137"
"ycba:ps","1138"
"ycba:ps","1139"
"ycba:ps","1140"
"ycba:ps","1141"
"ycba:ps","1142"
"ycba:ps","1143"
"ycba:ps","1144"
"ycba:ps","1145"
"ycba:ps","1148"
"ycba:ps","1149"
"ycba:ps","1150"
"ycba:ps","1151"
"ycba:ps","1152"
"ycba:ps","1153"
"ycba:ps","1154"
"ycba:ps","1155"
"ycba:ps","1156"
"ycba:ps","1157"
"ycba:ps","1158"
"ycba:ps","1159"
"ycba:ps","1160"
"ycba:ps","1161"
"ycba:ps","1162"
"ycba:ps","1163"
"ycba:ps","1164"
"ycba:ps","1165"
"ycba:ps","1166"
"ycba:ps","1167"
"ycba:ps","1168"
"ycba:ps","1169"
"ycba:ps","1170"
"ycba:ps","1171"
"ycba:ps","1172"
"ycba:ps","1173"
"ycba:ps","1174"
"ycba:ps","1175"
"ycba:ps","1176"
"ycba:ps","1177"
"ycba:ps","1178"
"ycba:ps","1179"
"ycba:ps","1180"
"ycba:ps","1181"
"ycba:ps","1182"
"ycba:ps","1183"
"ycba:ps","1184"
"ycba:ps","1185"
"ycba:ps","1186"
"ycba:ps","1187"
"ycba:ps","1188"
"ycba:ps","1189"
"ycba:ps","1190"
"ycba:ps","1191"
"ycba:ps","1192"
"ycba:ps","1193"
"ycba:ps","1194"
"ycba:ps","1195"
"ycba:ps","1196"
"ycba:ps","1197"
"ycba:ps","1198"
"ycba:ps","1199"
"ycba:ps","1200"
"ycba:ps","1201"
"ycba:ps","1202"
"ycba:ps","1203"
"ycba:ps","1204"
"ycba:ps","1205"
"ycba:ps","1206"
"ycba:ps","1207"
"ycba:ps","1208"
"ycba:ps","1209"
"ycba:ps","1210"
"ycba:ps","1211"
"ycba:ps","1212"
"ycba:ps","1213"
"ycba:ps","1214"
"ycba:ps","1215"
"ycba:ps","1216"
"ycba:ps","1217"
"ycba:ps","1218"
"ycba:ps","1219"
"ycba:ps","1220"
"ycba:ps","1221"
"ycba:ps","1222"
"ycba:ps","1223"
"ycba:ps","1224"
"ycba:ps","1225"
"ycba:ps","1226"
"ycba:ps","1227"
"ycba:ps","1228"
"ycba:ps","1229"
"ycba:ps","1230"
"ycba:ps","1231"
"ycba:ps","1232"
"ycba:ps","1233"
"ycba:ps","1234"
"ycba:ps","1235"
"ycba:ps","1236"
"ycba:ps","1237"
"ycba:ps","1238"
"ycba:ps","1239"
"ycba:ps","1240"
"ycba:ps","1241"
"ycba:ps","1242"
"ycba:ps","1243"
"ycba:ps","1244"
"ycba:ps","1245"
"ycba:ps","1246"
"ycba:ps","1247"
"ycba:ps","1248"
"ycba:ps","1249"
"ycba:ps","1250"
"ycba:ps","1251"
"ycba:ps","1252"
"ycba:ps","1253"
"ycba:ps","1254"
"ycba:ps","1255"
"ycba:ps","1256"
"ycba:ps","1257"
"ycba:ps","1258"
"ycba:ps","1259"
"ycba:ps","1260"
"ycba:ps","1261"
"ycba:ps","1262"
"ycba:ps","1263"
"ycba:ps","1264"
"ycba:ps","1265"
"ycba:ps","1266"
"ycba:ps","1267"
"ycba:ps","1268"
"ycba:ps","1269"
"ycba:ps","1270"
"ycba:ps","1271"
"ycba:ps","1272"
"ycba:ps","1273"
"ycba:ps","1274"
"ycba:ps","1275"
"ycba:ps","1276"
"ycba:ps","1277"
"ycba:ps","1278"
"ycba:ps","1279"
"ycba:ps","1280"
"ycba:ps","1281"
"ycba:ps","1282"
"ycba:ps","1283"
"ycba:ps","1284"
"ycba:ps","1285"
"ycba:ps","1286"
"ycba:ps","1287"
"ycba:ps","1288"
"ycba:ps","1289"
"ycba:ps","1290"
"ycba:ps","1293"
"ycba:ps","1294"
"ycba:ps","1295"
"ycba:ps","1296"
"ycba:ps","1297"
"ycba:ps","1298"
"ycba:ps","1299"
"ycba:ps","1300"
"ycba:ps","1301"
"ycba:ps","1302"
"ycba:ps","1303"
"ycba:ps","1304"
"ycba:ps","1305"
"ycba:ps","1306"
"ycba:ps","1307"
"ycba:ps","1308"
"ycba:ps","1309"
"ycba:ps","1310"
"ycba:ps","1311"
"ycba:ps","1312"
"ycba:ps","1313"
"ycba:ps","1314"
"ycba:ps","1315"
"ycba:ps","1316"
"ycba:ps","1317"
"ycba:ps","1318"
"ycba:ps","1319"
"ycba:ps","1320"
"ycba:ps","1321"
"ycba:ps","1322"
"ycba:ps","1323"
"ycba:ps","1324"
"ycba:ps","1325"
"ycba:ps","1326"
"ycba:ps","1327"
"ycba:ps","1328"
"ycba:ps","1329"
"ycba:ps","1330"
"ycba:ps","1331"
"ycba:ps","1332"
"ycba:ps","1333"
"ycba:ps","1334"
"ycba:ps","1335"
"ycba:ps","1336"
"ycba:ps","1337"
"ycba:ps","1338"
"ycba:ps","1339"
"ycba:ps","1340"
"ycba:ps","1341"
"ycba:ps","1342"
"ycba:ps","1343"
"ycba:ps","1344"
"ycba:ps","1345"
"ycba:ps","1346"
"ycba:ps","1347"
"ycba:ps","1348"
