"ID","TableID","TextEntryID","AuthorConID","TextDate","TextEntry","TTsub","TextTypeID","texttypeID","TextType","AuthorName","AuthorDate"
"5039","108","634533","6799","2","This racehorse portrait was painted for one of Stubbs’s best early patrons, the young Whig aristocrat Frederick St. John, 2nd Viscount (“Bully”) Bolingbroke. Lord Bolingbroke, who inherited the title in 1751 from the childless half-brother of his father, owned some of the most successful racehorses of the day, including the famous Gimcrack. Turf raced mostly at Newmarket, and the high point of his career was beating King Herod in a match for a thousand guineas on 4 April 1766. He was retired lame the following year. The alert, if somewhat nonchalant, jockey wears Bolingbroke's colors, but his identity is unknown.","L","111","111","Curatorial comment","Angus Trumble","2007-01"
"5040","108","634548","7020","2","Despite its small size—it measures less than twenty-seven inches across—Benjamin West’s “The Artist and His Family” is a forceful statement of personal and professional ambition. The “neat little scene of domestic happiness,” as it was called by the “Morning Chronicle” (25 April 1777) was probably painted with the express purpose of serving as a modello for an engraving published by Boydell in 1779. Dedicated to Catherine the Great, Empress of Russia, the print—as well as the lofty references to religious art in “The Artist and His Family”—indicates the scope of West’s ambitions to be known internationally as a history and portrait painter through the calling card of this seemingly modest family picture.The painting marks two generative events: the birth of West’s second child and the reunion of the American and British members of the West family. After Benjamin West settled in London, his English-born father, John, returned from America for the first time in nearly fifty years. There, John met his long-lost son Thomas, shown as a man of fifty-six seated next to his white-haired father. This earlier reunion between John and Thomas—both practicing Quakers, as indicated by their costume—is echoed in the 1772 gathering, in which grandfather and uncle call to see the newest member of the West family.Jules Prown has referred to “The Artist and His Family” as “a nativity in Hammersmith,” denoting the sacred aura that infuses this domestic scene, probably painted at the artist’s villa near the Thames in Hammersmith (Prown, 2002, p. 117). Betsy West, cradling her child in her lap, is a secular Madonna, visited by two magi in the forms of John and Thomas West. The artist, dressed in a lavender gown and holding his palette and maulstick as markers of his profession, echoes the marginalized physical placement of Joseph in traditional Nativity scenes.","L","111","111","Curatorial comment","Cassandra Albinson","2007-01"
"5035","108","634549","7020","2","In this portrait of George and Mary Browne and their five eldest children, Francis Wheatley has turned the conventions of the conversation piece upside down. The Browne family engage in the fashionable pursuits dictated by eighteenth-century ideals of polite behavior, but with a twist. It is Mr. Browne, Principal Clerk of the Westminster Fire Office insurance company, who serenely sketches by the lakeside, a traditionally female activity in conversation pieces. His wife, hitching up her skirt to reveal a bright pink petticoat, has confidently cast out her line and snared a catch, which her son George unhooks for her. Mrs. Browne’s confident stance—hand on hip—is a variation on the pose made famous by Anthony Van Dyck in his dashing male portraits. This reversal of traditional gender roles adds a layer of narrative interest missing from so many conversation pieces, in which the sitters are arranged in a monotonous friezelike manner. The Brownes are pushed to the right side of the canvas; more than half of the picture surface is given over to the depiction of the landscape that these Londoners temporarily inhabit. In the distance we see a humble thatched dwelling, suggestive of the cottagers and peasants who would become Wheatley’s dominant subject matter later in his career.","L","111","111","Curatorial comment","Cassandra Albinson","2007-01"
"5508","108","634620","2052","2","Of all the British landscape artists of the Romantic period, Turner was the most fascinated by modernity, and many of his images chronicle technological advances. While touring Yorkshire in 1816 to gather material for Thomas Dunham Whitaker’s “The History of Yorkshire”, Turner visited Leeds, the hub of the nation’s wool and flax industries, and made meticulous graphite sketches of the city, which he elaborated into this watercolor on his return to London. Turner’s remarkable drawing celebrates the economic success and resilience of Leeds—and by extension, that of Britain—in the immediate aftermath of the wars with Napoleon. As Stephen Daniels has noted in his penetrating analysis of the watercolor, to which this entry is indebted, Turner’s image is a complex and richly allusive portrayal of a rapidly developing industrial city, an amalgam of sources rather than a straightforward topographical record (Daniels, 1986, 1993).The watercolor, which depicts the city from Beeston Hill, about a mile and half south of the city, draws on the conventions of the prospect or panorama, a well-established genre for representing urban development and prosperity. Daniels has suggested convincingly that Turner used two eighteenth-century sources, Samuel Buck’s 1720 engraved prospect of Leeds and an allegorical poem by John Dyer, “The Fleece”, which details the processes of wool manufacture and offers a vision of Britain united through labor. With similar patriotic intention, though perhaps not without ambivalence, Turner mapped the smoky industrial landscape of Leeds, placing John Marshall’s flax mill at the center of his composition and carefully differentiating its figures’ occupations—tentermen hanging cloth to dry, masons, milk carriers, and a millworker carrying a roll of cloth. It is likely that Turner intended “Leeds” to be engraved for Whitaker's publication, but it was not included, perhaps because its industrial subject matter was considered unsuitable for this somewhat conservative publication. The watercolor was published in 1823, translated, appropriately, into the modern medium of lithography.","L","111","111","Curatorial comment","Gillian Forrester","2007-01"
"5832","108","634638","7112","2","Dr. Johnson thought the acid test of fitness was climbing to the top of the exhibition staircase at Somerset House without stopping (Samuel Johnson to William Heberden, 13 Oct. 1784, in Redford, 1994, p. 418). This stairway was designed by Sir William Chambers and led the way to the Great Room, where the Royal Academy held its annual exhibitions. Although the Academy promoted them as “easy and convenient,” the stairs became notorious (Baretti, 1781, p. 15). Owing to the cramped site, Chambers squeezed three continuous flights of stairs into a semicircular space. The unhappy result was a vertiginous staircase, the final flight of which was the steepest and narrowest. While Chambers hoped to make climbing the staircase a metaphor for the ascent of Parnassus, Rowlandson depicts an angry altercation at the top of the stairs and a rampant dog wreaking havoc lower down. To the horror of some onlookers and delight of others, the ladies trip and tumble headlong down the stairs, their skirts flying. The right-hand niche is occupied by a smiling Callipygian Venus, the goddess who admires her own beautiful posterior. By joking about the kind of beauties the exhibition visitors really want to see, Rowlandson also mocks the elevated pretensions of the Academy itself. In this satire, Rowlandson demonstrates the superior appeal of real bodies as opposed to the idealized works of art on view upstairs. Not only does this allude to Hogarth’s famous dictum “who but a bigot, even to the antiques, will say that he has not seen faces and necks, hands and arms in living women that even the Grecian Venus doth but coarsely imitate,” but the composition also embodies Hogarth’s famously anti-academic “Line of Beauty” (Hogarth, “Analysis of Beauty”, p. 66). Unsurprisingly, some have detected Rowlandson borrowing from Last Judgment imagery in these chaotic, tumbling figures (Sitwell, 1937, p. 15). Rather than a dignified ascent of Parnassus, as Chambers intended, Rowlandson suggests a comic equivalent of the descent into hell.","L","111","111","Curatorial comment","Matthew Hargraves","2007-01"
"5064","108","634719","7020","2","“Warwick Castle” is one of a pair of imaginary ‘before” and “after” pictures commissioned by the wealthy young aristocrat Francis Greville, Lord Brooke (the other picture is in the Museo Thyssen-Bornemisza Collection, Madrid). The exercise of creating these two paintings drew on the talents of imaginative projection that Canaletto had honed in his “capricci”, or fantastical representations of ruined buildings and crumbling tombs.When Lord Brooke returned from his Grand Tour, he decided that Warwick Castle, his ancestoral home, needed to be brought up to the standards of the fashion of the eighteenth century. His first two interventions, the gleaming white Gothic-style windows on the second story of the castle and the new Gothic porch on the left side of the building, are clearly indicated in the Center’s painting. Next to the porch we see a listing lean-to shed with tools stacked against it, an indication of the building site that Warwick would soon become. Workers toil on the beginning stages of the massive landscaping of the castle park that Brooke had commissioned from Lancelot “Capability” Brown, the renowned landscape designer. In the Thyssen-Bornemisza picture this area is shown planted with picturesque groupings of trees, as the artist imagined it would appear after the implementation of Brown’s design. The two pictures also diverge in the depiction of Castle Meadow, the area in the foreground crisscrossed by the river Avon. In the Center’s picture, elegant couples, gentlemen fishing, and a nursemaid with an infant enjoy the meadow at their leisure. The mill along the river and the young boys scrambling over a fence in the right corner of the painting are reminders of the intense relationship between the town of Warwick and the castle. In the Thyssen-Bornemisza picture the mill is gone, replaced by a private pleasure barge, and the number of figures on the lawn is truncated. The park of Warwick Castle would be a private retreat rather than a public promenade after Brooke’s remodeling. Canaletto’s appealing paintings were instrumental in this process of renovation and reimagination, and Brooke commissioned a total of five paintings of Warwick Castle from the artist.","L","111","111","Curatorial comment","Cassandra Albinson","2007-01"
"5620","108","697943","2052","2","Thomas Rowlandson's popular reputation as a perceptive and gently mocking-if rarely overtly satirical-commentator on eighteenth-century social life has tended to detract from our appreciation of his extraordinary talents as a draftsman and colorist. Rowlandson's lively portrait of the two celebrated socialites, Georgina, Duchess of Deonshire (1757-1806), and her sister Harriet (1761-1821), demonstrates the refinement and facility characteristic of his drawing style, qualities which are all the more remarkable given his prodigious output (the Center alone owns more than four hundred watercolors by Rowlandson). Georgina, Duchess of Devonshire, epitomized the extravagant modus operandi of the aristocracy in late eighteenth-century England. Married at the age of seventeen to William, 5th Duke of Devonshire, she became a celebrated society hostess, renowned for her cutting edge sartorial sense and notorious for her love-affairs and unregenerate addiction to gambling. Georgina also played an influential role in political life with her active promotion of the Whig cause. Her month once remarked caustically: ""Without being handsome or having a single feature in her face [she is] one of the most showy girls I ever saw,"" but like her sister Harriet, Georgina was considered a great beauty, and the two women's legendary vivacity and charm are vividly conveyed in Rowlandson's drawing. Georgina, who is depicted holding a sheet of music, seems to have been a talented musician; she played the harp, and in 1799 the song she wrote for Richard Brinsley Sheridan's tragedy Pizzaro became a success in its own right. The sisters also appear prominently in Rowlandson's evocation of fashionable life, Vauxhall Gardens (cat. 87). ","L","111","111","Curatorial comment","Gillian Forrester","2001-05"
"5870","108","698251","1252","2","By the end of the end of the eighteenth century, Thomas Girtin and J.M.W. Turner had elevated landscape painting in watercolors to a new level of sophistication and laid the groundwork for the Romantic landscape painting of the new century. Although Girtin would die only two years into that new century, Turner would go on to build on those foundations one of the greatest achievements of British art.In the early 1790s both Turner and Girtin were young topographical artists in training. Girtin was apprenticed to Edward Dayes in 1789. As part of his apprenticeship, he, along with Dayes, worked up in pencil sketches made by the linen draper and antiquarian James Moore on his tours. The Yale Center for British Art has two volumes of Moore's sketches from a tout of Scotland and the north of England in 1792, as well as several watercolors by both Dayes and Girtin based on sketches in the volumes. In the same yea that Girtin was apprenticed to Dayes, Turned began working in the studio of Thomas Malton and entered the Royal Academy Schools. Turner sent his first watercolor to the Royal Academy exhibition the following year. In 1793, he exhibited a watercolor of the ""Gate of St. Augustine's Monastery, Canterbury."" Although the evidence is not conclusive, this would appear to be a work now untraced; however, it is possible that the work exhibited at the Royal Academy is cat. 144. Another smaller watercolor version of the composition is also in the Yale Center for British Art. In 1794 turner and Girtin were working together copying drawing by John Robert Cozens and Thomas Hearne at the ""academy"" that Dr. Thomas Monro held at his home in the Adelphi Terrace in the evenings. Monro, a specialist in mental disorders, was looking after Cozens following his mental breakdown early in 1794 and had access to Cozen's studio. That same year Girtin exhibited his watercolors for the first time at the Royal Academy, and in the autumn he accompanied James Moore on a tour of the Midlands. The watercolor of Litchfield Cathedral, deriving from the tour, was exhibited at the Royal Academy the following year and bought from the exhibition by Moore. While it is still very much indebted to the Dayes style, it has a drama, achieved largely though the play of light and shadow across the forms of the cathedral, that shows that he had learned from the example of Cozen's watercolors. Turner too learned from Cozens the light that plays across St. Augustine's gate in Turner's watercolor of approximately the same date has a similar dramatic character. Indeed Girtin's Litchfield Cathedral and Turner's St. Augustine's Gate demonstrate how close stylistically these two young colleagues and rivals were at this early point in their careers. ","L","111","111","Curatorial comment","Scott Wilcox","2001-05"
"6373","108","698255","2052","2","John Russell is best known for his portraits in pastel (see cat. 15), but he was also a distinguished amateur lunar astronomer. Russell was struck by the beauty of the ""gibbous Moon"" when he first viewed it though a telescope as a young artist ""conversant with Light, and Shade."" Dissatisfied with existing lunar cartography, he used his skills of observation and pictorial representation to produce moon-maps which were highly praised by his scientific contemporaries. Russell was encouraged in his endeavors by Sir Joseph Banks, President of the Royal Society, who advocated having lunar maps drawn by artists rather than astronomers. Using a six-foot reflecting telescope with a six-inch mirror made by the astronomer Sir William Herschel and a refracting Dolland telescope, Russell made a large number of detailed working sketches, which he annotated with notes, using John Bryom's system of shorthand. Many of these remarkable drawings, together with other material relating to Russell's astronomical work, are now in the collection of the Museum of the History of Science in Oxford. Cat. 57 records an area of the moon near the crater Mersenious. In 1795, thirty-one years after he embarked on his astronomical labors, Russell produced a pastel measuring four feet four inches by five feet, which was the largest and most accurate representation of the moon made up to that time. Russell also constructed a lunar relief globe, or ""Selenographia,"" by pasting engraved pieces of paper onto a plain twelve-inch globe, with the intention of marketing it more widely, but the project was not a commercial success. Russell's studies culminated in Luna Planispheres, two prints illustrating the effects of direct and oblique illumination, engraved by the artist and published by his son after his death in 1806","L","111","111","Curatorial comment","Gillian Forrester","2001-05"
"7977","108","698256","9449","2","A well-known teacher, draftsman, and engraver of landscapes, Chatelain often assisted topographical landscape artists with their work. This drawing was part of a series of views of Stow engeraved in 1753 by George Bickham Jr. for his Sixteen Perspective Views, Together with a General Plan of the Magnificent Buildings of Stowe. While not an architect himself, Chatelain's role in depicting and disseminating architecture to a larger public was an important part of the architectural practice, as it raised public awareness of architectural styles and important structures. The gardens at Stowe, the home of Richard Temple, Viscount Cobham, were a subject of popular interest because of their reconstruction throughout the early eighteenth century by Temple and Charles Bridgeman. They attracted architects such as Sir John Vanbrugh (cat. 110), who designed this rotunda (1721), and William Kent (cat. 113). Lancelot ""Capability"" Brown was head gardener at Stow in 1741. Chatelain presents the landscape at Stowe as pastoral and idyll; framed by the Ionic columns of the rotunda on the left and the majestic trees on the right, diminutive picturesque workers rest or assume classical poses. This view would change drastically soon afterward, as the monument and canal in the distance as well as surrounding trees, were removed to provide a central vista from the garden façade of the house. ","L","111","111","Curatorial comment","Morna O'Neill","2001-05"
"8041","108","698277","1252","2","Marine drawing in eighteenth-century Britain was largely a specialized production aimed at an expert audience. The marine draftsman was required to provide a documentary record of ships, naval engagements, harbors, and coastlines for a knowledgeable public of active and retired seamen. As John Thomas Serres (cats. 72-3) observed in his Liber Nauticus and Instructor in the Art of Marine Drawing (1805), proficiency in the art demanded both a working knowledge both of the construction of ships, what Serres termed ""naval architecture,"" and of seamanship. Consequently, it was common for the marine draftsman or painter to have turned to art after an actual involvement in the building or sailing of ships. Like his father and his twin brother, Robert Cleveley became a marine painter after working in the Royal Dockyard at Deptford. The Scottish-born William Anderson was likewise a shipwright before becoming an artist. John Harris, like the Cleveleys, grew up in the neighborhood of the Deptford dockyard. His boyhood surrondings inspired an early interest in shipbuilding, manifested in the building of a model sloop, though apparently not in any actual employment in the shipbuilding trade. As an artist, Harris pursued marine drawings as but one of several specializations. He worked as a book designer and illustrator and natural-history draftsman.With its documentary nature the marine watercolor of the period was the nautical equivalent, in both function and technique, of the topographical watercolor. The combination of precise pen outlines and delicate washes of color that characterize the ""stained"" or ""tinted"" drawings of the topographical tradition was equally well-suited to the depiction of ships and rigging. Robert Cleveley's brother John studied with the topographical artist Paul Sandby, who was one of a number of watercolorists employed by naval and military schools to teach their young cadets the art of drawing. ","L","111","111","Curatorial comment","Scott Wilcox","2001-05"
"7997","108","698349","9449","2","Thomas Chippendale worked with architects to execute their designs for interior fittings, and he also produced designs for interiors, sometimes conferring with the architect of the exterior. As an interior decorator, he conceived decorative schemes as well as designing wallpaper, chimney pieces, carpets, and even silverware fro an array or aristocratic and fashionable clients such as cabinet maker and draftsman, he put both talents to use, although it is thought that he stopped personally executing his furniture designs after the 1750sThis design for a writing table appeared as Plate LI in Chippendale's important 1754 publication The Gentleman and Cabinet-Maker's Director, consisting of ""most elegant and useful designs of household furniture in the most fashionable taste."" This influential publication was the first patter-book to consider a wide array of household furnishings, and it was unique in that it united the patron (the Gentleman of the title) with craftsman (the Cabinet-Maker) in a sense of shared endeavor: ""to assist the one [the patron] in Choice, and the other [the craftsman] in the execution of the Designs."" Echoing the accepted mode of architectural drawing, Chippendale provides the viewer with elevation, plan, and section of the writing table.The popularity of this volume made the name Chippendale into an adjective describing English rococo furniture. Characterized by the influence of the curvilinear French ornament with continuous curves and foliage, the rococo style is evident in the elaborate drawer-pull and acanthus-topped legs of the table. ","L","111","111","Curatorial comment","Morna O'Neill","2001-05"
"5669","108","698352","2052","2","Vauxhall Pleasure Gardens had been a fashionable resort since the times of Charles II. In 1732 the gardens reopened to the public after extensive renovations under the proprietership of Jonathan tyers. The entrepreneurial tyers has the gardens embellished with walks, ruins, statues, Chinese pavilions, triumphal arches, and a ""Gothik"" orchestra, and his continuing program of improvements included several important art commissions, most notably Luis-François Roubiliac's celebrated statue of Handel, four patriotic modern history subjects by Francis Hayman, and an extensive sequence of decorative paintings designed for the supper-boxes by Hayman, and an extensive sequence of decorative paintings designed for the supper-boxes by Hayman and William Hogarth. Vauxhall was almost universally popular, despite (or because of it) its reputation for frivolity and moral laxity, and typified the egalitarian nature of British social life of the period. James Boswell, and inveterate commentator on metropolitan life observed:Vauxhall Gardens is peculiarly adapted to the taste of the English nation; there being a mixture of curious show - gay exhibition, musick, vocal and instrumental, not too refined for the general ear; - for all which only shilling paid. And, though last, not least, good eating and drinking for those who wish to purchase the regale.Rowlandson frequently visited Vauxhall, finding there, as his friend Henry Angelo noted, ""plenty of employment for his pencil."" The subject of his watercolor is the orchestra outside the Rotunda during and evening concert. The concert was one of the few professional ensembles of the period, renowned for the high quality of its playing. Many of the figures can be tentatively identified, including the Prince Regent whispering to the actress ""Perdita Robinson, his former lover, shown arm-in-arm with her husband, and, in the foreground, the playwright and dandy Edward Topham peering through his monocle or ""quizzing glass"" at Georgina, Duchess of Devonshire, and her sister Harriet (see cat. 7).","L","111","111","Curatorial comment","Gillian Forrester","2001-05"
"5083","108","698360","1252","2","In the summer of 1786, the year of Gilpin's publication of his tour of the Lakes, Francis Towne undertook his own tour with two friends, one of whom was the first owner of this watercolor of Windermere. In a two week period they visited most of the lakes, and Towne filled two sketchbooks with drawings. Rather than consider these drawings as preliminary for other finished watercolors, Towne cho0se to work up the sketchbook pages themselves with watercolor and pen and ink outlines, extract the pages from the sketch book, and mount them as finished drawings (the date of 1790 on the back of the mount indicates the year Towne mounted the drawing). Although the watercolors have a carefully considered, even stylized appearance, the Towne scholar Timothy Wilcox maintains that, by retaining the format of the sketchbook page and by adding the insistent pen outlines, Towne was drawing attention to their origins as sketches done on the spot. ","L","111","111","Curatorial comment","Scott Wilcox","2001-05"
"5476","108","698363","1252","2","By the end of the end of the eighteenth century, Thomas Girtin and J.M.W. Turner had elevated landscape painting in watercolors to a new level of sophistication and laid the groundwork for the Romantic landscape painting of the new century. Although Girtin would die only two years into that new century, Turner would go on to build on those foundations one of the greatest achievements of British art.In the early 1790s both Turner and Girtin were young topographical artists in training. Girtin was apprenticed to Edward Dayes in 1789. As part of his apprenticeship, he, along with Dayes, worked up in pencil sketches made by the linen draper and antiquarian James Moore on his tours. The Yale Center for British Art has two volumes of Moore's sketches from a tout of Scotland and the north of England in 1792, as well as several watercolors by both Dayes and Girtin based on sketches in the volumes. In the same yea that Girtin was apprenticed to Dayes, Turned began working in the studio of Thomas Malton and entered the Royal Academy Schools. Turner sent his first watercolor to the Royal Academy exhibition the following year. In 1793, he exhibited a watercolor of the ""Gate of St. Augustine's Monastery, Canterbury."" Although the evidence is not conclusive, this would appear to be a work now untraced; however, it is possible that the work exhibited at the Royal Academy is cat. 144. Another smaller watercolor version of the composition is also in the Yale Center for British Art. In 1794 turner and Girtin were working together copying drawing by John Robert Cozens and Thomas Hearne at the ""academy"" that Dr. Thomas Monro held at his home in the Adelphi Terrace in the evenings. Monro, a specialist in mental disorders, was looking after Cozens following his mental breakdown early in 1794 and had access to Cozen's studio. That same year Girtin exhibited his watercolors for the first time at the Royal Academy, and in the autumn he accompanied James Moore on a tour of the Midlands. The watercolor of Litchfield Cathedral, deriving from the tour, was exhibited at the Royal Academy the following year and bought from the exhibition by Moore. While it is still very much indebted to the Dayes style, it has a drama, achieved largely though the play of light and shadow across the forms of the cathedral, that shows that he had learned from the example of Cozen's watercolors. Turner too learned from Cozens the light that plays across St. Augustine's gate in Turner's watercolor of approximately the same date has a similar dramatic character. Indeed Girtin's Litchfield Cathedral and Turner's St. Augustine's Gate demonstrate how close stylistically these two young colleagues and rivals were at this early point in their careers. ","L","111","111","Curatorial comment","Scott Wilcox","2001-05"
"6440","108","703176","2052","2","Rowlandson frequently depicted the interiors of Drury Lane and Convent Garden, which were the only two London theaters granted full patents as ""royal theatres"" by the Licensing Act of 1737. Theater-going was a relatively inexpensive and popular pastime in eighteenth-century Britain, and was enjoyed by a wide cross-section of the public. Theophilus Cibber, the song of the famous actor-playwright and former Drury lane proprietor Colley Cibber, noted: ""Noble, Gentle, or Simple, who fill the Boxes, Pit, and Galleries…as K-ng, L-rds and COMMONS…make the great body of the Nation."" The theatrical portrait became a popular genre, and images of actors, usually in character, were widely circulated through engravings (see cat. 8).Theaters, concert-halls, and opera houses were important social centers, and the fashionable attended to meet their friends and acquaintances, observe their enemies, and to be seen by the public. This practice evidently annoyed more serious theater-goers, including an anonymous writer in the Theatrical Monitor of 1768, who complained to testily:During the time of the representation of a play, the quality in the boxes are totally employed in finding out, and beckoning to their acquaintances, male and female; they criticize on fashions, whisper cross the benches, make significant nods, and give hints of this and that, and t'other body.In this watercolor Rowlandson slyly played on the performative aspect of theater-going, by depicting the audience as if they were actors in a play, and placing the viewer in the role of the spectator.","L","111","111","Curatorial comment","Gillian Forrester","2001-05"
"7967","108","703185","9449","2","Sir William chambers was the foremost architect of his generation and architectural advisor to King George III. A founding member of the Royal Academy, he was placed in charge of all government buildings in his capacity as Surveyor General of the Board Works (1782). In contrast to the baroque training and interests of Vanbrugh (cat. 110) and Gibbs (cat. 111), Chambers and the neoclassical architects of his generation looked to ancient Roman architecture and archaeological findings for inspiration. In 1759 Chambers published his Treatise on Civil Architecture, a volume devoted to ""sound precepts and good designs"" that considered for the most part, the decorative aspects of architecture such as doors and gateways. One of these ""good designs"" was a doorway by the Italian architect Palladio. In a practice common at the time, Chambers showed his skill and knowledge of classical forms by adapting Palladio's design in his own work, these gateways for Thomas Brand at his country home The Hoo. This drawing gives the viewer some indication of Chambers's working process, as he has noted the thickness of the wall and the projection of the architectural elements, while more technical drawings to the left of each gateway explain the proportions and construction methods. Placed side by side , these two gateways illustrate the diversity of his practice. While the rusticated stone and the large central keystone that breaks through the entablature in the gateway on the left indicate vestigial traces of the baroque, the sleek lines of the gateway on the right announce neoclassical elegance. ","L","111","111","Curatorial comment","Morna O'Neill","2001-05"
"7968","108","703186","9449","2","Chambers spent the early 1750s in Rome, and his friendships with visiting noblemen become advantageous business contacts, as Lord Bute recommended him as tutor in architecture to George, Orince of Wales ( the future King George III), in 1756. Through these royal connections, the Dowager Princess Augusta, the widow of Prince Frederick, commissioned Chambers to design Prince Frederick's mausoleum, and she enlisted him in her project to redesign Kew Gardens. Lord Bute, director of the project, planned to create a scientific botanic garden amid this royal retreat in the Surrey countryside new greenhouses were built, existing buildings were moved, and Chambers set about designing new garden structures in a variety of architectural styles. Although it was never built due to financial concerns on the part of the patroness, the Temple of Peace was planned as part of an excursion through the classical themes and motifs in a garden that presented a tour of world d architecture, including Chamber's celebrated Chinese-style Pagoda. Chambers presents the viewer with the elevation of the Temple, appropriately shaded to give some indication of depth. The Ionic columns would have echoed those of the diminutive temple of Arethusa, located nearby, while the sculpted pediment and entablature surpassed it in grandeur. In 1763 Chambers recorded his involvement in the redesign of Kew Gardens with the publication of Plans, Elevations, Sections, and Perspective Views of the Gardens and Buildings at Kew in Surry, and he remained architect there until the death of Princess Augusta in 1772.","L","111","111","Curatorial comment","Morna O'Neill","2001-05"
"7681","108","703189","2052","2","The subject of John Brown's enigmatic and atmospheric drawing has never been identified (it was untitled by the artist, and The Geographers is a later appellation), but the image seems to reflect contemporary interest in travel and cartography. The composition is dominated by the shadow of the globe looming menacingly over the foreground, and the volume over which the young man is pour so intently may contain maps or be a travel book, though intriguingly it is depicted as a tabula rasa.Brown spent most of the 1770s in Rome, where he me Henry Fuseli. The Geographers, originally a sheet in one of Brown's Roman sketch-books, suggests something of the intense intellectual climate he experienced there and also reflects the preoccupation with the supernatural and uncanny themes that informed the work of Fuseli and his circle. The drawing also demonstrates Brown's fascination with physiognomy, a theoretical system dating back to the Renaissance and based on the premise that facial expressions were an index to human personality. Brown may have become interested in the subject through his association with Fuseli, who made several drawings for Johann Kasper Lavater's influential treatise, Essays on Physiognomy, Calculated to Extend the Knowledge and the Love of Mankind. The young man seated nearest the viewer in Brown's drawing has a classical profile, in physiognomonic terms indicative of nobility of character, whereas the hooked noses and scowling expressions of the standing men hint at the villainous nature. Brown, who made numerous drawings of heads, was described by one of his contemporaries as having ""a peculiar talent in delineating the human physiognomy which he prosecuted with utmost diligence and perseverance, frequently following a remarkable character day after day until he completely succeeded in obtaining his resemblance and character."" ","L","111","111","Curatorial comment","Gillian Forrester","2001-05"
"7623","108","703213","1252","2","Cozen's landscape systems, though they found a receptive audience among certain artists, were too confusing and susceptible to ridicule and parody to gain wide public acceptance. The Rev. William Gilpin's writings on the Picturesque were, by contrast, hugely popular and influential with both artists and a wider public a wider public. Beginning with his Observations on the River Wye, published in 1782 but based on a trip down the river in 1770, Gilpin popularized the Picturesque as a distinct aesthetic category, a species of beauty appropriate to pictures but also applicable to natural scenery. In its simplest formulation the Picturesque was 'that peculiar kind of beauty, which is agreeable in a picture.""Gilpin experimented with Cozens's blot method and his own drawings of which this brooding woodland scene is a particularly grand example, are indebted to Cozens in their bold, simplified forms and dark, monochromatic character, If the inscription on the verso, supplied by a descendant in the nineteenth century, is accurate, Gilpin made the drawing between his Wye tour in 1770 and his tour of the Lakes in 1772 (published in 1786). It is unclear whether the drawing represents an actual location or is the kind of imaginary landscape Cozens's methods were meant to promote. ","L","111","111","Curatorial comment","Scott Wilcox","2001-05"
"6370","108","703217","9449","2","Michael Rysbrack arrived in London from his native Antwerp in 1720. Almost immediately, he formed a fruitful partnership with the architect James Gibbs (see cat. 111) to sculpt Gibbs's designs for funerary monuments. Rysbrack's association with Gibb's garnered him numerous commissions. He soon began designing and executing garden sculptures, including a life-size marble figure of Palladio for Lord Burlington, portrait busts, and funerary monuments. This monument, completed by Rysbrack and installed in Westminster Abbey, commemorates Admiral Vernon, who served in the West Indies during the reign of George II. Elaborate funerary monuments were the preserve of the wealthy, often regardless of rank or accomplishments, and they earned the stern words of moralists of the age. Joseph Addison saw these monuments as a futile attempt to defy ""that great day when we shall all of us be contemporaries, and make our Appearance together."" The monument for Admiral Vernon takes advantage of Rysbrack's renowned skill and innovation with portrait busts. The winged figure of fame crowns an idealized bust of the admiral in classical dress by the sculptor. Drawing occupied an important p[lace in the working process of the sculptor as well as the painter and architect. Drawings were part of a creative process that also included modeling the work in clay before executing the design in marble. The careful draftsmanship displayed here perhaps indicates that his work was a presentation drawing for the commission. ","L","111","111","Curatorial comment","Morna O'Neill","2001-05"
"7833","108","703224","2052","2","Theatre-going was an immensely popular and fashionable leisure activity in eighteenth-century Britain, and from the 1760s this passionate engagement with the dramatic arts was reflected in the enormous output of theatrical portraits, which were widely disseminated through engravings. The multi talented actor-manager and theatre proprietor David Garrick astutely recognized the value of portraits for promoting individual actors and productions, and he played a leading role in the development of the theatrical conversation piece. John Downman's drawing portrays John Edwin and Mary Wells in their roles as Lingo and Cowslip in John O'Keeffe's three-act comedy, The Agreeable Surprise. The play was immensely successful, and between its opening at the Haymarket Theatre, London, in 1781 and 1800 it was performed more than 200 times. The comic actor John Edwin (1749-90) made his first professional appearance in 1775 and was most famous for his role as Lingo. Edwin was as celebrated for his singing as his acting; according to the manager-playwright, George Colman, ""While he sung in a style which produced roars of laughter, there was a melody in some of the upper tones of his voice that was beautiful."" The inscription on the original frame is somewhat misleading, since at least eighteen engraved portraits of Edwin after various artists are known. Mary Wells, née Davies (c. 1759-before 1826), was born in Birmingham and preformed in regional theaters before making her London acting debut in 1781. Constantly in debt and involved in amorous intrigue, the raffish actress conformed to the popular notion of her profession as dissolute and unrespectable, an image which the many portraits of Garrick - who assiduously cultivated himself as a model of social propriety - strove to contradict. ","L","111","111","Curatorial comment","Gillian Forrester","2001-05"
